Time	Ch 0
[s]	[V]
0.004080	0.422437
0.004120	0.351073
0.004160	0.268857
0.004200	0.177432
0.004240	0.078444
0.004280	-0.021531
0.004320	-0.118876
0.004360	-0.204710
0.004400	-0.285939
0.004440	-0.354672
0.004480	-0.407948
0.004520	-0.446097
0.004560	-0.458265
0.004600	-0.456292
0.004640	-0.435902
0.004680	-0.398411
0.004720	-0.339873
0.004760	-0.269167
0.004800	-0.185635
0.004840	-0.096513
0.004880	-0.000813
0.004920	0.096860
0.004960	0.197493
0.005000	0.288589
0.005040	0.366859
0.005080	0.436249
0.005120	0.485908
0.005160	0.528331
0.005200	0.548063
0.005240	0.545104
0.005280	0.525701
0.005320	0.487881
0.005360	0.432632
0.005400	0.365872
0.005440	0.281025
0.005480	0.190587
0.005520	0.095873
0.005560	-0.002128
0.005600	-0.098815
0.005640	-0.191226
0.005680	-0.274758
0.005720	-0.348095
0.005760	-0.398411
0.005800	-0.435573
0.005840	-0.457607
0.005880	-0.459909
0.005920	-0.442150
0.005960	-0.404989
0.006000	-0.352699
0.006040	-0.282980
0.006080	-0.204710
0.006120	-0.112298
0.006160	-0.013968
0.006200	0.082719
0.006240	0.180721
0.006280	0.270501
0.006320	0.350086
0.006360	0.428356
0.006400	0.485250
0.006440	0.523070
0.006480	0.543788
0.006520	0.543130
0.006560	0.532607
0.006600	0.498076
0.006640	0.444471
0.006680	0.376067
0.006720	0.298455
0.006760	0.209990
0.006800	0.113303
0.006840	0.013328
0.006880	-0.085003
0.006920	-0.176098
0.006960	-0.258315
0.007000	-0.330007
0.007040	-0.391176
0.007080	-0.433929
0.007120	-0.458265
0.007160	-0.458594
0.007200	-0.445439
0.007240	-0.411895
0.007280	-0.364209
0.007320	-0.296463
0.007360	-0.215562
0.007400	-0.127097
0.007440	-0.033371
0.007480	0.064631
0.007520	0.163620
0.007560	0.257018
0.007600	0.341207
0.007640	0.412900
0.007680	0.473082
0.007720	0.512546
0.007760	0.542144
0.007800	0.547406
0.007840	0.534909
0.007880	0.502022
0.007920	0.452035
0.007960	0.392839
0.008000	0.313911
0.008040	0.223802
0.008080	0.128102
0.008120	0.032402
0.008160	-0.064942
0.008200	-0.157353
0.008240	-0.246804
0.008280	-0.321786
0.008320	-0.382297
0.008360	-0.425049
0.008400	-0.453003
0.008440	-0.460896
0.008480	-0.451030
0.008520	-0.422090
0.008560	-0.369142
0.008600	-0.308960
0.008640	-0.232334
0.008680	-0.145514
0.008720	-0.049156
0.008760	0.048517
0.008800	0.147505
0.008840	0.239917
0.008880	0.326079
0.008920	0.402376
0.008960	0.465847
0.009000	0.511888
0.009040	0.539184
0.009080	0.548063
0.009120	0.535238
0.009160	0.512217
0.009200	0.466176
0.009240	0.401389
0.009280	0.326408
0.009320	0.239259
0.009360	0.145861
0.009400	0.049175
0.009440	-0.050472
0.009480	-0.145514
0.009520	-0.231019
0.009560	-0.307316
0.009600	-0.370458
0.009640	-0.419459
0.009680	-0.451030
0.009720	-0.463527
0.009760	-0.450372
0.009800	-0.425049
0.009840	-0.380653
0.009880	-0.320470
0.009920	-0.247462
0.009960	-0.159655
0.010000	-0.064942
0.010040	0.029114
0.010080	0.127773
0.010120	0.225446
0.010160	0.313254
0.010200	0.390866
0.010240	0.454008
0.010280	0.502351
0.010320	0.532936
0.010360	0.551352
0.010400	0.542473
0.010440	0.517479
0.010480	0.474069
0.010520	0.409611
0.010560	0.344825
0.010600	0.255044
0.010640	0.162633
0.010680	0.065947
0.010720	-0.032055
0.010760	-0.126440
0.010800	-0.214904
0.010840	-0.296792
0.010880	-0.362565
0.010920	-0.412881
0.010960	-0.444453
0.011000	-0.459252
0.011040	-0.455305
0.011080	-0.431956
0.011120	-0.393807
0.011160	-0.331652
0.011200	-0.259301
0.011240	-0.176756
0.011280	-0.083687
0.011320	0.013986
0.011360	0.113303
0.011400	0.209003
0.011440	0.296481
0.011480	0.375409
0.011520	0.445129
0.011560	0.497747
0.011600	0.532278
0.011640	0.546419
0.011680	0.544117
0.011720	0.518794
0.011760	0.484592
0.011800	0.426712
0.011840	0.354362
0.011880	0.268857
0.011920	0.178748
0.011960	0.083705
0.012000	-0.012981
0.012040	-0.112956
0.012080	-0.203723
0.012120	-0.281664
0.012160	-0.350068
0.012200	-0.401371
0.012240	-0.441822
0.012280	-0.459252
0.012320	-0.458594
0.012360	-0.435573
0.012400	-0.397096
0.012440	-0.345135
0.012480	-0.273442
0.012520	-0.194186
0.012560	-0.100130
0.012600	-0.004102
0.012640	0.093900
0.012680	0.192889
0.012720	0.283985
0.012760	0.364557
0.012800	0.433618
0.012840	0.486894
0.012880	0.526029
0.012920	0.547406
0.012960	0.547406
0.013000	0.528331
0.013040	0.490512
0.013080	0.436249
0.013120	0.365872
0.013160	0.289246
0.013200	0.197493
0.013240	0.099162
0.013280	0.000503
0.013320	-0.093553
0.013360	-0.185307
0.013400	-0.265550
0.013440	-0.340860
0.013480	-0.397754
0.013520	-0.433929
0.013560	-0.455305
0.013600	-0.457936
0.013640	-0.444453
0.013680	-0.409593
0.013720	-0.356974
0.013760	-0.286597
0.013800	-0.205696
0.013840	-0.117889
0.013880	-0.022847
0.013920	0.075484
0.013960	0.176446
0.014000	0.267212
0.014040	0.349429
0.014080	0.421779
0.014120	0.482948
0.014160	0.522741
0.014200	0.545761
0.014240	0.547077
0.014280	0.532278
0.014320	0.496760
0.014360	0.450062
0.014400	0.381986
0.014440	0.301414
0.014480	0.212292
0.014520	0.115277
0.014560	0.019906
0.014600	-0.078425
0.014640	-0.171823
0.014680	-0.255684
0.014720	-0.326719
0.014760	-0.387559
0.014800	-0.428996
0.014840	-0.455634
0.014880	-0.461225
0.014920	-0.445768
0.014960	-0.414855
0.015000	-0.361578
0.015040	-0.300081
0.015080	-0.222468
0.015120	-0.135648
0.015160	-0.036659
0.015200	0.061343
0.015240	0.157042
0.015280	0.250111
0.015320	0.338247
0.015360	0.413886
0.015400	0.472753
0.015440	0.514848
0.015480	0.539842
0.015520	0.550694
0.015560	0.537869
0.015600	0.506626
0.015640	0.456639
0.015680	0.392181
0.015720	0.314569
0.015760	0.229064
0.015800	0.133693
0.015840	0.036020
0.015880	-0.062640
0.015920	-0.157024
0.015960	-0.241214
0.016000	-0.315537
0.016040	-0.380653
0.016080	-0.425049
0.016120	-0.449714
0.016160	-0.458923
0.016200	-0.444781
0.016240	-0.422747
0.016280	-0.376377
0.016320	-0.314222
0.016360	-0.234636
0.016400	-0.148802
0.016440	-0.055733
0.016480	0.041611
0.016520	0.138626
0.016560	0.235641
0.016600	0.321475
0.016640	0.397443
0.016680	0.460585
0.016720	0.509915
0.016760	0.539513
0.016800	0.549708
0.016840	0.539842
0.016880	0.513533
0.016920	0.468149
0.016960	0.406980
0.017000	0.331999
0.017040	0.243534
0.017080	0.150465
0.017120	0.050161
0.017160	-0.043237
0.017200	-0.139265
0.017240	-0.228717
0.017280	-0.306987
0.017320	-0.368156
0.017360	-0.417157
0.017400	-0.446426
0.017440	-0.461554
0.017480	-0.455305
0.017520	-0.426365
0.017560	-0.382626
0.017600	-0.323430
0.017640	-0.252066
0.017680	-0.165246
0.017720	-0.074808
0.017760	0.026483
0.017800	0.123498
0.017840	0.218211
0.017880	0.306676
0.017920	0.287273
0.017960	0.354691
0.018000	0.405336
0.018040	0.436578
0.018080	0.450390
0.018120	0.446115
0.018160	0.424081
0.018200	0.381000
0.018240	0.318515
0.018280	0.247809
0.018320	0.160989
0.018360	0.070880
0.018400	-0.026793
0.018440	-0.125124
0.018480	-0.222139
0.018520	-0.312577
0.018560	-0.389532
0.018600	-0.457278
0.018640	-0.507924
0.018680	-0.543770
0.018720	-0.555280
0.018760	-0.551334
0.018800	-0.530615
0.018840	-0.491480
0.018880	-0.433271
0.018920	-0.361250
0.018960	-0.276073
0.019000	-0.184320
0.019040	-0.090593
0.019080	0.008066
0.019120	0.101135
0.019160	0.196506
0.019200	0.276421
0.019240	0.342194
0.019280	0.396456
0.019320	0.433618
0.019360	0.450390
0.019400	0.446115
0.019440	0.425068
0.019480	0.387248
0.019520	0.332657
0.019560	0.262608
0.019600	0.179405
0.019640	0.086008
0.019680	-0.011008
0.019720	-0.110654
0.019760	-0.205367
0.019800	-0.295476
0.019840	-0.378022
0.019880	-0.449714
0.019920	-0.499702
0.019960	-0.535219
0.020000	-0.554623
0.020040	-0.556267
0.020080	-0.535548
0.020120	-0.495427
0.020160	-0.442150
0.020200	-0.372760
0.020240	-0.294819
0.020280	-0.203394
0.020320	-0.108681
0.020360	-0.006075
0.020400	0.089954
0.020440	0.179405
0.020480	0.261951
0.020520	0.330683
0.020560	0.389879
0.020600	0.424410
0.020640	0.447102
0.020680	0.448088
0.020720	0.431645
0.020760	0.397443
0.020800	0.343509
0.020840	0.273790
0.020880	0.193218
0.020920	0.101793
0.020960	0.009053
0.021000	-0.091580
0.021040	-0.189911
0.021080	-0.281335
0.021120	-0.363552
0.021160	-0.434258
0.021200	-0.491151
0.021240	-0.533904
0.021280	-0.555280
0.021320	-0.555938
0.021360	-0.539824
0.021400	-0.504964
0.021440	-0.457607
0.021480	-0.388545
0.021520	-0.306658
0.021560	-0.217206
0.021600	-0.122493
0.021640	-0.025478
0.021680	0.070880
0.021720	0.161318
0.021760	0.250769
0.021800	0.319502
0.021840	0.377711
0.021880	0.421450
0.021920	0.444471
0.021960	0.451706
0.022000	0.437236
0.022040	0.402047
0.022080	0.352060
0.022120	0.289246
0.022160	0.208674
0.022200	0.120538
0.022240	0.024181
0.022280	-0.074479
0.022320	-0.172810
0.022360	-0.260946
0.022400	-0.347766
0.022440	-0.423734
0.022480	-0.482930
0.022520	-0.527656
0.022560	-0.551992
0.022600	-0.558898
0.022640	-0.547059
0.022680	-0.515816
0.022720	-0.463527
0.022760	-0.400385
0.022800	-0.322443
0.022840	-0.236610
0.022880	-0.140581
0.022920	-0.042250
0.022960	0.057067
0.023000	0.149807
0.023040	0.234326
0.023080	0.309965
0.023120	0.367845
0.023160	0.417504
0.023200	0.443155
0.023240	0.449075
0.023280	0.439867
0.023320	0.411584
0.023360	0.366201
0.023400	0.299770
0.023440	0.222158
0.023480	0.135337
0.023520	0.043913
0.023560	-0.055076
0.023600	-0.153407
0.023640	-0.249764
0.023680	-0.335269
0.023720	-0.414197
0.023760	-0.470433
0.023800	-0.520421
0.023840	-0.549361
0.023880	-0.560213
0.023920	-0.550347
0.023960	-0.520749
0.024000	-0.474379
0.024040	-0.414526
0.024080	-0.338887
0.024120	-0.248449
0.024160	-0.157024
0.024200	-0.058364
0.024240	0.037335
0.024280	0.133035
0.024320	0.219198
0.024360	0.299441
0.024400	0.362583
0.024440	0.407638
0.024480	0.439867
0.024520	0.448746
0.024560	0.445129
0.024600	0.414544
0.024640	0.370476
0.024680	0.311609
0.024720	0.238930
0.024760	0.153425
0.024800	0.059041
0.024840	-0.039619
0.024880	-0.138936
0.024920	-0.231348
0.024960	-0.318168
0.025000	-0.397754
0.025040	-0.463856
0.025080	-0.514172
0.025120	-0.546730
0.025160	-0.556596
0.025200	-0.551334
0.025240	-0.528971
0.025280	-0.484574
0.025320	-0.422419
0.025360	-0.350397
0.025400	-0.266207
0.025440	-0.176427
0.025480	-0.077110
0.025520	0.023194
0.025560	0.118236
0.025600	0.207030
0.025640	0.284642
0.025680	0.350415
0.025720	0.400074
0.025760	0.436907
0.025800	0.447431
0.025840	0.445129
0.025880	0.422766
0.025920	0.380342
0.025960	0.323777
0.026000	0.251756
0.026040	0.166251
0.026080	0.075155
0.026120	-0.020874
0.026160	-0.120520
0.026200	-0.214576
0.026240	-0.306987
0.026280	-0.387888
0.026320	-0.453332
0.026360	-0.504306
0.026400	-0.540152
0.026440	-0.557911
0.026480	-0.554294
0.026520	-0.535548
0.026560	-0.491480
0.026600	-0.438204
0.026640	-0.367498
0.026680	-0.282980
0.026720	-0.189253
0.026760	-0.094540
0.026800	0.004778
0.026840	0.098833
0.026880	0.190916
0.026920	0.272474
0.026960	0.342194
0.027000	0.394154
0.027040	0.429343
0.027080	0.447759
0.027120	0.445457
0.027160	0.429343
0.027200	0.389879
0.027240	0.331999
0.027280	0.264581
0.027320	0.182365
0.027360	0.092914
0.027400	-0.004430
0.027440	-0.106050
0.027480	-0.200763
0.027520	-0.289228
0.027560	-0.371444
0.027600	-0.442479
0.027640	-0.497400
0.027680	-0.535548
0.027720	-0.556267
0.027760	-0.554951
0.027800	-0.537193
0.027840	-0.502004
0.027880	-0.449057
0.027920	-0.379666
0.027960	-0.297121
0.028000	-0.208327
0.028040	-0.113285
0.028080	-0.013310
0.028120	0.087323
0.028160	0.177432
0.028200	0.260306
0.028240	0.329368
0.028280	0.385275
0.028320	0.425068
0.028360	0.450390
0.028400	0.449404
0.028440	0.433618
0.028480	0.397114
0.028520	0.344496
0.028560	0.279052
0.028600	0.197493
0.028640	0.106397
0.028680	0.012013
0.028720	-0.082700
0.028760	-0.183004
0.028800	-0.275087
0.028840	-0.360921
0.028880	-0.431956
0.028920	-0.487205
0.028960	-0.529958
0.029000	-0.551005
0.029040	-0.557911
0.029080	-0.543112
0.029120	-0.509897
0.029160	-0.455963
0.029200	-0.390847
0.029240	-0.313235
0.029280	-0.224770
0.029320	-0.126440
0.029360	-0.029753
0.029400	0.069235
0.029440	0.159016
0.029480	0.243863
0.029520	0.319831
0.029560	0.380013
0.029600	0.420464
0.029640	0.444142
0.029680	0.449733
0.029720	0.436907
0.029760	0.407309
0.029800	0.355019
0.029840	0.290233
0.029880	0.212621
0.029920	0.126458
0.029960	0.031416
0.030000	-0.068230
0.030040	-0.167877
0.030080	-0.260946
0.030120	-0.342504
0.030160	-0.418801
0.030200	-0.476353
0.030240	-0.525682
0.030280	-0.551334
0.030320	-0.558569
0.030360	-0.544428
0.030400	-0.515816
0.030440	-0.470104
0.030480	-0.405318
0.030520	-0.328692
0.030560	-0.237596
0.030600	-0.146172
0.030640	-0.048827
0.030680	0.050161
0.030720	0.148163
0.030760	0.233010
0.030800	0.305690
0.030840	0.368503
0.030880	0.414215
0.030920	0.444471
0.030960	0.453679
0.031000	0.443484
0.031040	0.411584
0.031080	0.365872
0.031120	0.302072
0.031160	0.227420
0.031200	0.140928
0.031240	0.045886
0.031280	-0.052774
0.031320	-0.149460
0.031360	-0.244173
0.031400	-0.327705
0.031440	-0.408606
0.031480	-0.471091
0.031520	-0.513514
0.031560	-0.546401
0.031600	-0.557582
0.031640	-0.551663
0.031680	-0.523051
0.031720	-0.477997
0.031760	-0.414855
0.031800	-0.341518
0.031840	-0.256341
0.031880	-0.162944
0.031920	-0.064613
0.031960	0.035033
0.032000	0.130075
0.032040	0.215252
0.032080	0.294179
0.032120	0.361597
0.032160	0.409940
0.032200	0.440853
0.032240	0.450062
0.032280	0.443813
0.032320	0.418819
0.032360	0.377053
0.032400	0.314569
0.032440	0.241232
0.032480	0.156056
0.032520	0.062658
0.032560	-0.033042
0.032600	-0.133675
0.032640	-0.228717
0.032680	-0.316524
0.032720	-0.391834
0.032760	-0.458265
0.032800	-0.510226
0.032840	-0.545743
0.032880	-0.559227
0.032920	-0.452674
0.032960	-0.430311
0.033000	-0.388217
0.033040	-0.331981
0.033080	-0.257986
0.033120	-0.174454
0.033160	-0.079741
0.033200	0.015301
0.033240	0.111330
0.033280	0.209332
0.033320	0.300428
0.033360	0.379355
0.033400	0.446773
0.033440	0.494787
0.033480	0.531291
0.033520	0.550037
0.033560	0.544446
0.033600	0.523070
0.033640	0.479659
0.033680	0.424081
0.033720	0.351073
0.033760	0.271816
0.033800	0.176774
0.033840	0.078444
0.033880	-0.019229
0.033920	-0.114272
0.033960	-0.204052
0.034000	-0.284953
0.034040	-0.355001
0.034080	-0.406962
0.034120	-0.437218
0.034160	-0.456949
0.034200	-0.453990
0.034240	-0.437875
0.034280	-0.398740
0.034320	-0.342175
0.034360	-0.271798
0.034400	-0.190239
0.034440	-0.099473
0.034480	-0.001471
0.034520	0.095216
0.034560	0.193875
0.034600	0.282669
0.034640	0.364885
0.034680	0.433947
0.034720	0.491170
0.034760	0.526029
0.034800	0.546419
0.034840	0.545761
0.034880	0.525701
0.034920	0.489525
0.034960	0.436907
0.035000	0.366201
0.035040	0.282998
0.035080	0.192889
0.035120	0.095545
0.035160	-0.000484
0.035200	-0.096513
0.035240	-0.190897
0.035280	-0.272127
0.035320	-0.341189
0.035360	-0.396767
0.035400	-0.434915
0.035440	-0.458265
0.035480	-0.459252
0.035520	-0.439191
0.035560	-0.403344
0.035600	-0.353028
0.035640	-0.287584
0.035680	-0.204710
0.035720	-0.116245
0.035760	-0.017256
0.035800	0.078444
0.035840	0.174143
0.035880	0.269186
0.035920	0.352389
0.035960	0.425068
0.036000	0.479988
0.036040	0.521096
0.036080	0.543788
0.036120	0.549379
0.036160	0.533593
0.036200	0.497747
0.036240	0.445129
0.036280	0.379355
0.036320	0.298455
0.036360	0.211963
0.036400	0.114948
0.036440	0.014973
0.036480	-0.080727
0.036520	-0.175112
0.036560	-0.258644
0.036600	-0.332309
0.036640	-0.390519
0.036680	-0.430969
0.036720	-0.453003
0.036760	-0.458594
0.036800	-0.446755
0.036840	-0.414855
0.036880	-0.363880
0.036920	-0.296463
0.036960	-0.218193
0.037000	-0.131044
0.037040	-0.036659
0.037080	0.062000
0.037120	0.158687
0.037160	0.255702
0.037200	0.338905
0.037240	0.410927
0.037280	0.471767
0.037320	0.516492
0.037360	0.544446
0.037400	0.547735
0.037440	0.534580
0.037480	0.504653
0.037520	0.458283
0.037560	0.393826
0.037600	0.313911
0.037640	0.225775
0.037680	0.130733
0.037720	0.033060
0.037760	-0.063955
0.037800	-0.160313
0.037840	-0.245160
0.037880	-0.318497
0.037920	-0.380653
0.037960	-0.424392
0.038000	-0.453332
0.038040	-0.461882
0.038080	-0.450372
0.038120	-0.418472
0.038160	-0.372760
0.038200	-0.308302
0.038240	-0.234307
0.038280	-0.147816
0.038320	-0.053760
0.038360	0.046544
0.038400	0.144546
0.038440	0.236957
0.038480	0.324106
0.038520	0.397772
0.038560	0.464860
0.038600	0.506297
0.038640	0.536882
0.038680	0.547406
0.038720	0.541815
0.038760	0.512217
0.038800	0.466176
0.038840	0.402376
0.038880	0.326408
0.038920	0.242219
0.038960	0.149479
0.039000	0.049503
0.039040	-0.050143
0.039080	-0.141567
0.039120	-0.230690
0.039160	-0.306000
0.039200	-0.370787
0.039240	-0.420774
0.039280	-0.450372
0.039320	-0.459909
0.039360	-0.453990
0.039400	-0.427023
0.039440	-0.383941
0.039480	-0.322772
0.039520	-0.245160
0.039560	-0.161628
0.039600	-0.069546
0.039640	0.027469
0.039680	0.126787
0.039720	0.219527
0.039760	0.310951
0.039800	0.385604
0.039840	0.452035
0.039880	0.503667
0.039920	0.533922
0.039960	0.549050
0.040000	0.542144
0.040040	0.515506
0.040080	0.475713
0.040120	0.418162
0.040160	0.344167
0.040200	0.258991
0.040240	0.164935
0.040280	0.067591
0.040320	-0.032384
0.040360	-0.122822
0.040400	-0.215233
0.040440	-0.295148
0.040480	-0.361578
0.040520	-0.412553
0.040560	-0.443137
0.040600	-0.461225
0.040640	-0.457278
0.040680	-0.434258
0.040720	-0.388545
0.040760	-0.333296
0.040800	-0.262261
0.040840	-0.179058
0.040880	-0.085331
0.040920	0.012999
0.040960	0.110672
0.041000	0.204070
0.041040	0.293193
0.041080	0.374094
0.041120	0.441182
0.041160	0.497089
0.041200	0.530962
0.041240	0.544775
0.041280	0.544446
0.041320	0.525043
0.041360	0.484264
0.041400	0.425725
0.041440	0.355348
0.041480	0.273461
0.041520	0.184009
0.041560	0.087323
0.041600	-0.012652
0.041640	-0.111969
0.041680	-0.200763
0.041720	-0.283308
0.041760	-0.350726
0.041800	-0.404660
0.041840	-0.440835
0.041880	-0.458594
0.041920	-0.456949
0.041960	-0.436231
0.042000	-0.399727
0.042040	-0.345793
0.042080	-0.275745
0.042120	-0.191555
0.042160	-0.101446
0.042200	-0.005746
0.042240	0.091598
0.042280	0.187956
0.042320	0.280696
0.042360	0.363241
0.042400	0.432961
0.042440	0.485250
0.042480	0.523398
0.042520	0.544117
0.042560	0.547077
0.042600	0.525701
0.042640	0.490183
0.042680	0.439209
0.042720	0.373107
0.042760	0.291877
0.042800	0.197493
0.042840	0.101135
0.042880	0.003791
0.042920	-0.091580
0.042960	-0.183662
0.043000	-0.267194
0.043040	-0.340531
0.043080	-0.396767
0.043120	-0.436560
0.043160	-0.456292
0.043200	-0.459909
0.043240	-0.445439
0.043280	-0.408935
0.043320	-0.354672
0.043360	-0.288241
0.043400	-0.208985
0.043440	-0.119862
0.043480	-0.023176
0.043520	0.077457
0.043560	0.171841
0.043600	0.264253
0.043640	0.346798
0.043680	0.420793
0.043720	0.476042
0.043760	0.521754
0.043800	0.540171
0.043840	0.546419
0.043880	0.531620
0.043920	0.498405
0.043960	0.450390
0.044000	0.381986
0.044040	0.302072
0.044080	0.213607
0.044120	0.122840
0.044160	0.022536
0.044200	-0.075794
0.044240	-0.171165
0.044280	-0.254039
0.044320	-0.325074
0.044360	-0.386901
0.044400	-0.430969
0.044440	-0.456292
0.044480	-0.460896
0.044520	-0.448070
0.044560	-0.414197
0.044600	-0.368813
0.044640	-0.304356
0.044680	-0.224770
0.044720	-0.133675
0.044760	-0.040277
0.044800	0.057396
0.044840	0.153754
0.044880	0.248138
0.044920	0.336274
0.044960	0.410269
0.045000	0.467163
0.045040	0.512217
0.045080	0.540171
0.045120	0.547735
0.045160	0.537869
0.045200	0.505311
0.045240	0.457297
0.045280	0.395799
0.045320	0.320160
0.045360	0.232024
0.045400	0.136653
0.045440	0.037664
0.045480	-0.059351
0.045520	-0.149789
0.045560	-0.240227
0.045600	-0.315208
0.045640	-0.378679
0.045680	-0.424063
0.045720	-0.452674
0.045760	-0.460238
0.045800	-0.451688
0.045840	-0.424392
0.045880	-0.376706
0.045920	-0.312249
0.045960	-0.236938
0.046000	-0.151104
0.046040	-0.060009
0.046080	0.040295
0.046120	0.141257
0.046160	0.234655
0.046200	0.321804
0.046240	0.396128
0.046280	0.459927
0.046320	0.507942
0.046360	0.538526
0.046400	0.549379
0.046440	0.537540
0.046480	0.513204
0.046520	0.467820
0.046560	0.408953
0.046600	0.331670
0.046640	0.245507
0.046680	0.153425
0.046720	0.060027
0.046760	-0.041921
0.046800	-0.137950
0.046840	-0.227072
0.046880	-0.303369
0.046920	-0.366511
0.046960	-0.416828
0.047000	-0.447412
0.047040	-0.462211
0.047080	-0.454976
0.047120	-0.428996
0.047160	-0.385586
0.047200	-0.326719
0.047240	-0.253382
0.047280	-0.168205
0.047320	-0.072506
0.047360	0.021550
0.047400	0.120867
0.047440	0.216896
0.047480	0.304703
0.047520	0.387906
0.047560	0.450390
0.047600	0.500707
0.047640	0.531291
0.047680	0.546748
0.047720	0.541157
0.047760	0.520110
0.047800	0.477028
0.047840	0.417833
0.047880	0.345811
0.047920	0.264581
0.047960	0.074168
0.048000	-0.026136
0.048040	-0.123809
0.048080	-0.219837
0.048120	-0.304685
0.048160	-0.386572
0.048200	-0.453003
0.048240	-0.509568
0.048280	-0.541797
0.048320	-0.555938
0.048360	-0.553965
0.048400	-0.534233
0.048440	-0.492796
0.048480	-0.435902
0.048520	-0.362565
0.048560	-0.279033
0.048600	-0.189582
0.048640	-0.093553
0.048680	0.007409
0.048720	0.107055
0.048760	0.193875
0.048800	0.273790
0.048840	0.340878
0.048880	0.395799
0.048920	0.432961
0.048960	0.448746
0.049000	0.446773
0.049040	0.425397
0.049080	0.389550
0.049120	0.332985
0.049160	0.262279
0.049200	0.180721
0.049240	0.087981
0.049280	-0.007061
0.049320	-0.103090
0.049360	-0.201750
0.049400	-0.291530
0.049440	-0.376377
0.049480	-0.443466
0.049520	-0.493454
0.049560	-0.534562
0.049600	-0.555280
0.049640	-0.557582
0.049680	-0.536864
0.049720	-0.498058
0.049760	-0.445110
0.049800	-0.377693
0.049840	-0.298436
0.049880	-0.205696
0.049920	-0.107037
0.049960	-0.009363
0.050000	0.085679
0.050040	0.175788
0.050080	0.260964
0.050120	0.335616
0.050160	0.388893
0.050200	0.425725
0.050240	0.445457
0.050280	0.449404
0.050320	0.433289
0.050360	0.397443
0.050400	0.343509
0.050440	0.274776
0.050480	0.195520
0.050520	0.106068
0.050560	0.010697
0.050600	-0.089936
0.050640	-0.186951
0.050680	-0.278047
0.050720	-0.357632
0.050760	-0.432613
0.050800	-0.491480
0.050840	-0.532917
0.050880	-0.553965
0.050920	-0.554951
0.050960	-0.542455
0.051000	-0.506608
0.051040	-0.457936
0.051080	-0.389532
0.051120	-0.312249
0.051160	-0.220824
0.051200	-0.126768
0.051240	-0.027780
0.051280	0.070551
0.051320	0.164935
0.051360	0.247809
0.051400	0.320160
0.051440	0.377382
0.051480	0.421450
0.051520	0.447431
0.051560	0.453350
0.051600	0.436249
0.051640	0.403034
0.051680	0.354033
0.051720	0.288589
0.051760	0.210976
0.051800	0.119223
0.051840	0.026154
0.051880	-0.072177
0.051920	-0.166232
0.051960	-0.261603
0.052000	-0.348095
0.052040	-0.422747
0.052080	-0.480628
0.052120	-0.520749
0.052160	-0.551005
0.052200	-0.557253
0.052240	-0.547716
0.052280	-0.514501
0.052320	-0.466487
0.052360	-0.403015
0.052400	-0.326390
0.052440	-0.238912
0.052480	-0.142225
0.052520	-0.045210
0.052560	0.053121
0.052600	0.143230
0.052640	0.231695
0.052680	0.306676
0.052720	0.373436
0.052760	0.414544
0.052800	0.441182
0.052840	0.451048
0.052880	0.441511
0.052920	0.410927
0.052960	0.364885
0.053000	0.302072
0.053040	0.223144
0.053080	0.137968
0.053120	0.042926
