Freq	Power
[Hz]	[dB]
344.727	-93.141
345.703	-99.701
346.680	-107.574
347.656	-95.351
348.633	-88.714
349.609	-90.942
350.586	-99.230
351.562	-105.776
352.539	-99.587
353.516	-104.167
354.492	-105.100
355.469	-92.452
356.445	-84.931
357.422	-82.954
358.398	-84.140
359.375	-83.717
360.352	-73.728
361.328	-59.742
362.305	-40.357
363.281	-37.929
364.258	-48.131
365.234	-70.715
366.211	-71.385
367.187	-84.291
368.164	-87.358
369.141	-83.361
370.117	-85.285
371.094	-89.814
372.070	-95.874
373.047	-95.995
374.023	-95.642
375.000	-89.445
375.977	-89.779
376.953	-91.070
377.930	-90.150
378.906	-85.706
379.883	-86.527
380.859	-97.836
381.836	-72.476
382.812	-63.553
383.789	-67.017
384.766	-90.179
385.742	-97.924
386.719	-107.068
387.695	-92.698
388.672	-81.793
389.648	-84.290
390.625	-94.834
391.602	-89.106
392.578	-95.962
393.555	-100.469
394.531	-91.199
395.508	-92.506
396.484	-98.506
397.461	-101.463
398.437	-103.808
399.414	-92.409
400.391	-87.383
401.367	-86.938
402.344	-80.265
403.320	-78.286
404.297	-88.490
405.273	-96.175
406.250	-97.266
407.227	-95.519
408.203	-75.686
409.180	-72.006
410.156	-80.771
411.133	-98.584
412.109	-92.817
413.086	-94.774
414.062	-91.725
415.039	-89.266
416.016	-94.051
416.992	-96.698
417.969	-104.502
418.945	-106.594
419.922	-98.160
420.898	-92.114
421.875	-88.359
422.852	-86.387
423.828	-89.255
424.805	-87.884
425.781	-84.522
426.758	-71.908
427.734	-51.115
428.711	-40.913
429.687	-43.347
430.664	-62.708
431.641	-78.243
432.617	-80.099
433.594	-98.966
434.570	-86.886
435.547	-88.979
436.523	-87.301
437.500	-93.709
438.477	-103.787
439.453	-109.728
440.430	-102.263
441.406	-93.117
442.383	-89.880
443.359	-88.995
444.336	-87.269
445.312	-84.509
446.289	-92.297
447.266	-85.764
448.242	-66.353
449.219	-63.433
450.195	-73.200
451.172	-93.887
452.148	-98.123
453.125	-100.219
454.102	-87.365
455.078	-82.750
456.055	-88.209
457.031	-95.347
458.008	-88.155
458.984	-93.515
459.961	-92.304
460.937	-95.961
461.914	-89.646
462.891	-101.380
463.867	-100.462
464.844	-102.277
465.820	-87.414
466.797	-79.248
467.773	-81.982
468.750	-77.970
469.727	-79.704
470.703	-91.581
471.680	-97.332
472.656	-97.752
473.633	-84.050
474.609	-71.829
475.586	-73.017
476.562	-87.397
477.539	-97.296
478.516	-99.752
479.492	-103.940
480.469	-92.633
481.445	-96.324
482.422	-95.634
483.398	-92.396
484.375	-99.485
485.352	-96.879
486.328	-102.179
487.305	-96.835
488.281	-87.112
489.258	-83.659
490.234	-87.407
491.211	-95.341
492.187	-83.944
493.164	-75.306
494.141	-47.235
495.117	-42.785
496.094	-50.462
497.070	-80.468
498.047	-84.037
499.023	-94.848
500.000	-94.915
500.977	-87.296
501.953	-94.334
502.930	-91.791
503.906	-96.531
504.883	-100.037
505.859	-91.916
506.836	-87.914
507.812	-90.237
508.789	-88.310
509.766	-88.757
510.742	-93.153
511.719	-109.420
512.695	-95.164
513.672	-73.901
514.648	-62.798
515.625	-64.542
516.602	-83.099
517.578	-89.865
518.555	-94.747
519.531	-92.576
520.508	-83.321
521.484	-83.539
522.461	-101.918
523.437	-89.078
524.414	-90.609
525.391	-93.701
526.367	-93.459
527.344	-85.483
528.320	-84.133
529.297	-91.188
530.273	-101.303
531.250	-97.833
532.227	-86.509
533.203	-81.343
534.180	-80.025
535.156	-76.292
536.133	-79.430
537.109	-88.868
538.086	-95.422
539.062	-110.664
540.039	-76.987
541.016	-71.585
541.992	-77.968
542.969	-98.638
543.945	-95.424
544.922	-96.801
545.898	-99.036
546.875	-89.367
547.852	-89.857
548.828	-93.844
549.805	-95.298
550.781	-91.375
551.758	-90.527
552.734	-96.219
553.711	-91.457
554.687	-84.507
555.664	-87.530
556.641	-91.913
557.617	-85.235
558.594	-76.952
559.570	-59.343
560.547	-46.178
561.523	-46.655
562.500	-61.441
563.477	-79.521
564.453	-83.584
565.430	-91.156
566.406	-86.811
567.383	-84.276
568.359	-90.036
569.336	-87.428
570.312	-100.453
571.289	-109.878
572.266	-91.780
573.242	-89.994
574.219	-89.735
575.195	-87.724
576.172	-92.770
577.148	-91.597
578.125	-93.566
579.102	-90.826
580.078	-67.676
581.055	-62.126
582.031	-68.295
583.008	-98.367
583.984	-105.488
584.961	-94.486
585.937	-89.184
586.914	-83.027
587.891	-90.550
588.867	-96.439
589.844	-100.408
590.820	-110.983
591.797	-98.053
592.773	-98.947
593.750	-88.504
594.727	-86.077
595.703	-94.906
596.680	-97.878
597.656	-91.027
598.633	-100.782
599.609	-86.766
600.586	-77.958
601.562	-77.726
602.539	-83.433
603.516	-91.168
604.492	-93.661
605.469	-86.441
606.445	-73.308
607.422	-72.762
608.398	-84.645
609.375	-107.624
610.352	-97.674
611.328	-94.403
612.305	-89.199
613.281	-89.011
614.258	-94.685
615.234	-115.069
616.211	-109.603
617.187	-117.560
618.164	-103.669
619.141	-97.449
620.117	-90.793
621.094	-84.425
622.070	-89.295
623.047	-99.222
624.023	-96.556
625.000	-88.035
625.977	-53.403
626.953	-46.853
627.930	-52.377
628.906	-88.789
629.883	-91.835
630.859	-92.926
631.836	-90.684
632.812	-81.899
633.789	-83.644
634.766	-100.793
635.742	-97.752
636.719	-95.077
637.695	-98.819
638.672	-104.763
639.648	-94.664
640.625	-90.468
641.602	-94.241
642.578	-100.109
643.555	-94.728
644.531	-94.059
645.508	-76.604
646.484	-61.744
647.461	-61.387
648.437	-74.985
649.414	-90.644
650.391	-94.633
651.367	-92.584
652.344	-83.299
653.320	-82.054
654.297	-90.078
655.273	-87.133
656.250	-85.836
657.227	-95.131
658.203	-95.390
659.180	-95.103
660.156	-88.017
661.133	-91.454
662.109	-95.694
663.086	-91.674
664.062	-90.954
665.039	-101.186
666.016	-83.868
666.992	-78.640
667.969	-80.638
668.945	-87.341
669.922	-114.784
670.898	-93.007
671.875	-80.588
672.852	-72.047
673.828	-76.120
674.805	-96.728
675.781	-92.942
676.758	-88.647
677.734	-91.159
678.711	-89.708
679.687	-88.634
680.664	-93.199
681.641	-104.561
682.617	-125.826
683.594	-100.080
684.570	-96.850
685.547	-92.831
686.523	-83.989
687.500	-84.387
688.477	-96.129
689.453	-92.552
690.430	-82.900
691.406	-67.974
692.383	-50.909
693.359	-49.424
694.336	-60.922
695.312	-81.842
696.289	-86.133
697.266	-108.327
698.242	-95.961
699.219	-100.548
700.195	-93.049
701.172	-92.161
702.148	-93.288
703.125	-100.247
704.102	-95.995
705.078	-90.383
706.055	-91.669
707.031	-89.787
708.008	-93.134
708.984	-102.070
709.961	-97.440
710.937	-93.370
711.914	-67.159
712.891	-59.454
713.867	-63.932
714.844	-93.671
715.820	-103.241
716.797	-86.118
717.773	-86.462
718.750	-84.033
719.727	-88.793
720.703	-93.482
721.680	-89.699
722.656	-93.248
723.633	-105.763
724.609	-101.671
725.586	-93.018
726.562	-89.553
727.539	-97.644
728.516	-97.923
729.492	-89.219
730.469	-90.361
731.445	-93.068
732.422	-77.853
733.398	-74.819
734.375	-76.805
735.352	-83.472
736.328	-103.976
737.305	-88.650
738.281	-76.280
739.258	-74.173
740.234	-86.133
741.211	-105.940
742.187	-93.173
743.164	-97.597
744.141	-91.763
745.117	-89.536
746.094	-103.695
747.070	-96.299
748.047	-98.590
749.023	-116.273
750.000	-101.628
750.977	-100.694
751.953	-85.355
752.930	-82.002
753.906	-87.434
754.883	-105.591
755.859	-101.367
756.836	-82.524
757.812	-59.363
758.789	-50.485
759.766	-53.940
760.742	-76.614
761.719	-89.846
762.695	-88.867
763.672	-103.900
764.648	-90.082
765.625	-90.232
766.602	-90.597
767.578	-95.577
768.555	-100.524
769.531	-95.609
770.508	-97.289
771.484	-97.198
772.461	-104.111
773.437	-103.479
774.414	-98.304
775.391	-97.781
776.367	-90.434
777.344	-81.780
778.320	-61.491
779.297	-58.994
780.273	-69.230
781.250	-86.739
782.227	-91.997
783.203	-91.760
784.180	-83.838
785.156	-80.874
786.133	-85.424
787.109	-93.181
788.086	-109.216
789.062	-96.341
790.039	-103.300
791.016	-97.441
791.992	-94.121
792.969	-89.061
793.945	-97.174
794.922	-83.849
795.898	-79.992
796.875	-86.174
797.852	-84.771
798.828	-73.872
799.805	-68.476
800.781	-68.705
801.758	-80.333
802.734	-85.733
803.711	-83.022
804.687	-73.306
805.664	-75.703
806.641	-95.578
807.617	-97.709
808.594	-100.682
809.570	-97.578
810.547	-96.211
811.523	-92.571
812.500	-101.265
813.477	-95.421
814.453	-101.912
815.430	-98.115
816.406	-97.917
817.383	-95.494
818.359	-84.946
819.336	-83.911
820.312	-92.429
821.289	-104.687
822.266	-89.600
823.242	-78.715
824.219	-55.449
825.195	-51.984
826.172	-60.859
827.148	-84.732
828.125	-95.356
829.102	-99.525
830.078	-94.215
831.055	-92.569
832.031	-92.013
833.008	-94.797
833.984	-95.653
834.961	-95.582
835.937	-97.083
836.914	-97.325
837.891	-91.276
838.867	-87.286
839.844	-89.584
840.820	-103.674
841.797	-94.141
842.773	-91.138
843.750	-68.155
844.727	-58.084
845.703	-60.442
846.680	-78.931
847.656	-98.408
848.633	-92.001
849.609	-94.874
850.586	-98.376
851.562	-89.082
852.539	-86.822
853.516	-93.006
854.492	-99.977
855.469	-96.031
856.445	-95.418
857.422	-112.862
858.398	-97.083
859.375	-100.220
860.352	-91.050
861.328	-78.323
862.305	-79.097
863.281	-94.904
864.258	-78.785
865.234	-74.712
866.211	-68.868
867.187	-72.153
868.164	-94.703
869.141	-87.307
870.117	-79.634
871.094	-76.154
872.070	-89.099
873.047	-94.924
874.023	-91.215
875.000	-91.525
875.977	-101.541
876.953	-99.620
877.930	-100.691
878.906	-95.676
879.883	-96.270
880.859	-93.056
881.836	-92.970
882.812	-96.225
883.789	-95.209
884.766	-83.483
885.742	-84.212
886.719	-96.521
887.695	-90.942
888.672	-85.150
889.648	-65.299
890.625	-53.744
891.602	-55.180
892.578	-71.850
893.555	-89.724
894.531	-92.228
895.508	-99.559
896.484	-90.609
897.461	-91.332
898.437	-98.257
899.414	-96.212
900.391	-95.257
901.367	-98.448
902.344	-96.947
903.320	-94.726
904.297	-89.775
905.273	-88.658
906.250	-101.857
907.227	-102.651
908.203	-100.528
909.180	-89.438
910.156	-61.239
911.133	-56.811
912.109	-64.694
913.086	-89.759
914.062	-97.354
915.039	-97.603
916.016	-85.416
916.992	-80.386
917.969	-84.156
918.945	-90.223
919.922	-94.261
920.898	-110.723
921.875	-95.759
922.852	-88.613
923.828	-90.983
924.805	-92.729
925.781	-93.015
926.758	-76.264
927.734	-71.538
928.711	-79.098
929.687	-89.490
930.664	-76.724
931.641	-78.099
932.617	-79.079
933.594	-89.760
934.570	-90.913
935.547	-83.487
936.523	-78.102
937.500	-77.629
938.477	-91.472
939.453	-96.516
940.430	-90.110
941.406	-94.081
942.383	-91.793
943.359	-90.502
944.336	-94.125
945.312	-99.897
946.289	-105.767
947.266	-99.249
948.242	-100.477
949.219	-97.648
950.195	-88.850
951.172	-83.536
952.148	-91.711
953.125	-107.484
954.102	-107.831
955.078	-92.599
956.055	-60.135
957.031	-54.699
958.008	-61.312
958.984	-96.431
959.961	-94.607
960.937	-99.359
961.914	-93.830
962.891	-86.739
963.867	-88.915
964.844	-94.622
965.820	-92.094
966.797	-92.286
967.773	-93.968
968.750	-98.974
969.727	-94.014
970.703	-94.224
971.680	-91.604
972.656	-101.260
973.633	-93.725
974.609	-86.828
975.586	-69.951
976.562	-56.604
977.539	-57.037
978.516	-72.045
979.492	-85.355
980.469	-108.985
981.445	-94.983
982.422	-83.054
983.398	-82.342
984.375	-93.530
985.352	-91.098
986.328	-92.946
987.305	-99.186
988.281	-89.812
989.258	-87.979
990.234	-99.287
991.211	-89.358
992.187	-92.316
993.164	-93.728
994.141	-91.859
995.117	-95.563
996.094	-79.615
997.070	-74.904
998.047	-80.786
999.023	-85.551
