Time	Ch 0
[s]	[V]
0.143330	-0.004220
0.143996	-0.003891
0.144663	-0.003891
0.145330	-0.003891
0.145996	-0.004549
0.146663	-0.003562
0.147330	-0.003562
0.147996	-0.003562
0.148663	-0.004549
0.149330	-0.004220
0.149996	-0.003891
0.150663	-0.003562
0.151330	-0.003562
0.151996	-0.003562
0.152663	-0.003233
0.153329	-0.002905
0.153996	-0.003233
0.154663	-0.003233
0.155329	-0.002905
0.155996	-0.002576
0.156663	-0.002905
0.157329	-0.002905
0.157996	-0.002576
0.158663	-0.002905
0.159329	-0.002576
0.159996	-0.002247
0.160663	-0.002905
0.161329	-0.002576
0.161996	-0.002247
0.162663	-0.002576
0.163329	-0.002247
0.163996	-0.002247
0.164663	-0.001918
0.165329	-0.001589
0.165996	-0.002576
0.166662	-0.002247
0.167329	-0.001589
0.167996	-0.001918
0.168662	-0.001589
0.169329	-0.001260
0.169996	-0.001589
0.170662	-0.001589
0.171329	-0.000931
0.171996	-0.000931
0.172662	-0.001589
0.173329	-0.001260
0.173996	-0.001260
0.174662	-0.000931
0.175329	-0.000602
0.175996	-0.001260
0.176662	-0.000602
0.177329	-0.000602
0.177996	-0.000602
0.178662	-0.000602
0.179329	-0.000602
0.179996	-0.000602
0.180662	-0.000274
0.181329	-0.000274
0.181995	5.523925E-5
0.182662	5.523925E-5
0.183329	5.523925E-5
0.183995	5.523925E-5
0.184662	0.000713
0.185329	0.000384
0.185995	0.000713
0.186662	0.000384
0.187329	0.001042
0.187995	0.000384
0.188662	0.000713
0.189329	0.000713
0.189995	0.001042
0.190662	0.000713
0.191329	0.000713
0.191995	0.001700
0.192662	0.001371
0.193328	0.001371
0.193995	0.001700
0.194662	0.001700
0.195328	0.001700
0.195995	0.001371
0.196662	0.001700
0.197328	0.001371
0.197995	0.002028
0.198662	0.001700
0.199328	0.002357
0.199995	0.002028
0.200662	0.001700
0.201328	0.002028
0.201995	0.002357
0.202662	0.002357
0.203328	0.002357
0.203995	0.002686
0.204662	0.002357
0.205328	0.002357
0.205995	0.002357
0.206661	0.003015
0.207328	0.002686
0.207995	0.002357
0.208661	0.003015
0.209328	0.003015
0.209995	0.003015
0.210661	0.003015
0.211328	0.002686
0.211995	0.003344
0.212661	0.002686
0.213328	0.003344
0.213995	0.003344
0.214661	0.003673
0.215328	0.003673
0.215995	0.004002
0.216661	0.003673
0.217328	0.004002
0.217995	0.004002
0.218661	0.003673
0.219328	0.004002
0.219994	0.003673
0.220661	0.004330
0.221328	0.004659
0.221994	0.004330
0.222661	0.004002
0.223328	0.004659
0.223994	0.004659
0.224661	0.004330
0.225328	0.004988
0.225994	0.005317
0.226661	0.004988
0.227328	0.004988
0.227994	0.005317
0.228661	0.005317
0.229328	0.005646
0.229994	0.005317
0.230661	0.005975
0.231328	0.005317
0.231994	0.005646
0.232661	0.005317
0.233327	0.005646
0.233994	0.005975
0.234661	0.005975
0.235327	0.005975
0.235994	0.006304
0.236661	0.006633
0.237327	0.006961
0.237994	0.006633
0.238661	0.006961
0.239327	0.006633
0.239994	0.006633
0.240661	0.006961
0.241327	0.006961
0.241994	0.006304
0.242661	0.006633
0.243327	0.007290
0.243994	0.006961
0.244661	0.007290
0.245327	0.006961
0.245994	0.007290
0.246660	0.007290
0.247327	0.007619
0.247994	0.007948
0.248660	0.007619
0.249327	0.007948
0.249994	0.007619
0.250660	0.007948
0.251327	0.007948
0.251994	0.008277
0.252660	0.008277
0.253327	0.008277
0.253994	0.008606
0.254660	0.007948
0.255327	0.008277
0.255994	0.007948
0.256660	0.008277
0.257327	0.008277
0.257994	0.008606
0.258660	0.008277
0.259327	0.008606
0.259993	0.009263
0.260660	0.008935
0.261327	0.009263
0.261993	0.009592
0.262660	0.009263
0.263327	0.009263
0.263993	0.009592
0.264660	0.009921
0.265327	0.009263
0.265993	0.009921
0.266660	0.010250
0.267327	0.010250
0.267993	0.009921
0.268660	0.009921
0.269327	0.010250
0.269993	0.010579
0.270660	0.010579
0.271327	0.010579
0.271993	0.010908
0.272660	0.010908
0.273326	0.011237
0.273993	0.010908
0.274660	0.011566
0.275326	0.011237
0.275993	0.010908
0.276660	0.012223
0.277326	0.011566
0.277993	0.011894
0.278660	0.011894
0.279326	0.011894
0.279993	0.012223
0.280660	0.011894
0.281326	0.011894
0.281993	0.011894
0.282660	0.012223
0.283326	0.012223
0.283993	0.012552
0.284660	0.013210
0.285326	0.012881
0.285993	0.012881
0.286660	0.012881
0.287326	0.012881
0.287993	0.012881
0.288659	0.013210
0.289326	0.013539
0.289993	0.013539
0.290659	0.013868
0.291326	0.013210
0.291993	0.013868
0.292659	0.013868
0.293326	0.013539
0.293993	0.013539
0.294659	0.013868
0.295326	0.014854
0.295993	0.013868
0.296659	0.014525
0.297326	0.014525
0.297993	0.014196
0.298659	0.014525
0.299326	0.014196
0.299992	0.014196
0.300659	0.015183
0.301326	0.015183
0.301992	0.014854
0.302659	0.014854
0.303326	0.014854
0.303992	0.014854
0.304659	0.015183
0.305326	0.015183
0.305992	0.015512
0.306659	0.016170
0.307326	0.016170
0.307992	0.015841
0.308659	0.016170
0.309326	0.016170
0.309992	0.016170
0.310659	0.016499
0.311326	0.015841
0.311992	0.016499
0.312659	0.016499
0.313325	0.016499
0.313992	0.016499
0.314659	0.017485
0.315325	0.016827
0.315992	0.016827
0.316659	0.017485
0.317325	0.017814
0.317992	0.017814
0.318659	0.017814
0.319325	0.017814
0.319992	0.017485
0.320659	0.018143
0.321325	0.018143
0.321992	0.017814
0.322659	0.018143
0.323325	0.018472
0.323992	0.018801
0.324659	0.018472
0.325325	0.018801
0.325992	0.018472
0.326658	0.018801
0.327325	0.019129
0.327992	0.019129
0.328658	0.018801
0.329325	0.018472
0.329992	0.019458
0.330658	0.019458
0.331325	0.019787
0.331992	0.019787
0.332658	0.018801
0.333325	0.019458
0.333992	0.019787
0.334658	0.020445
0.335325	0.019458
0.335992	0.019787
0.336658	0.019787
0.337325	0.020116
0.337992	0.020116
0.338658	0.020116
0.339325	0.020445
0.339992	0.020116
0.340658	0.020445
